Company,Metric,Period,Value
AMD,Return on Invested Capital (ROIC),FQ 4Q89,0.053960203
AMD,Return on Invested Capital (ROIC),FQ 3Q89,0.001
AMD,Return on Invested Capital (ROIC),FQ 2Q89,
AMD,Return on Invested Capital (ROIC),FQ 1Q89,
AMD,Return on Invested Capital (ROIC),FQ 4Q88,0.023149814
AMD,Return on Invested Capital (ROIC),FQ 3Q88,
AMD,Return on Invested Capital (ROIC),FQ 2Q88,
AMD,Return on Invested Capital (ROIC),FQ 1Q88,
AMD,Return on Invested Capital (ROIC),FQ 4Q87,-0.057923892
AMD,Return on Invested Capital (ROIC),FQ 3Q87,
AMD,Return on Invested Capital (ROIC),FQ 2Q87,
AMD,Return on Invested Capital (ROIC),FQ 1Q87,
AMD,Return on Invested Capital (ROIC),FQ 4Q86,-0.069423369
AMD,Return on Invested Capital (ROIC),FQ 3Q86,
AMD,Return on Invested Capital (ROIC),FQ 2Q86,
AMD,Return on Invested Capital (ROIC),FQ 1Q86,
AMD,Return on Invested Capital (ROIC),FQ 4Q85,0.329360253
AMD,Return on Invested Capital (ROIC),FQ 3Q85,
AMD,Return on Invested Capital (ROIC),FQ 2Q85,
AMD,Return on Invested Capital (ROIC),FQ 1Q85,
AMD,Gross Margin,FQ 1Q25,0.502285561
AMD,Gross Margin,FQ 4Q24,0.506920867
AMD,Gross Margin,FQ 3Q24,0.501393166
AMD,Gross Margin,FQ 2Q24,0.490831191
AMD,Gross Margin,FQ 1Q24,0.467750777
AMD,Gross Margin,FQ 4Q23,0.47195201
AMD,Gross Margin,FQ 3Q23,0.47362069
AMD,Gross Margin,FQ 2Q23,0.455868632
AMD,Gross Margin,FQ 1Q23,0.440687465
AMD,Gross Margin,FQ 4Q22,0.429183783
AMD,Gross Margin,FQ 3Q22,0.423000898
AMD,Gross Margin,FQ 2Q22,0.462290076
AMD,Gross Margin,FQ 1Q22,0.478681841
AMD,Gross Margin,FQ 4Q21,0.502693742
AMD,Gross Margin,FQ 3Q21,0.483654069
AMD,Gross Margin,FQ 2Q21,0.475324675
AMD,Gross Margin,FQ 1Q21,0.460667634
AMD,Gross Margin,FQ 4Q20,0.4472873
AMD,Gross Margin,FQ 3Q20,0.439128883
AMD,Gross Margin,FQ 2Q20,0.438923395
AMD,Gross Margin,FQ 1Q20,0.458006719
AMD,Gross Margin,FQ 4Q19,0.446168312
AMD,Gross Margin,FQ 3Q19,0.431426985
AMD,Gross Margin,FQ 2Q19,0.405617244
AMD,Gross Margin,FQ 1Q19,0.409591195
AMD,Gross Margin,FQ 4Q18,0.378435518
AMD,Gross Margin,FQ 3Q18,0.399879008
AMD,Gross Margin,FQ 2Q18,0.371298405
AMD,Gross Margin,FQ 1Q18,0.362477231
AMD,Gross Margin,FQ 4Q17,0.337313433
AMD,Gross Margin,FQ 3Q17,0.360479798
AMD,Gross Margin,FQ 2Q17,0.335360556
AMD,Gross Margin,FQ 1Q17,0.320882852
AMD,Gross Margin,FQ 4Q16,0.308759757
AMD,Gross Margin,FQ 3Q16,0.045141546
AMD,Gross Margin,FQ 2Q16,0.310613437
AMD,Gross Margin,FQ 1Q16,0.323317308
AMD,Gross Margin,FQ 4Q15,0.295407098
AMD,Gross Margin,FQ 3Q15,0.225259189
AMD,Gross Margin,FQ 2Q15,0.246284501
AMD,Gross Margin,FQ 1Q15,0.316504854
AMD,Gross Margin,FQ 4Q14,0.290556901
AMD,Gross Margin,FQ 3Q14,0.345696291
AMD,Gross Margin,FQ 2Q14,0.345593338
AMD,Gross Margin,FQ 1Q14,0.348604152
AMD,Gross Margin,FQ 4Q13,0.348017621
AMD,Gross Margin,FQ 3Q13,0.356605065
AMD,Gross Margin,FQ 2Q13,0.395348837
AMD,Gross Margin,FQ 1Q13,0.409007353
AMD,Gross Margin,FQ 4Q12,0.154112554
AMD,Gross Margin,FQ 3Q12,0.308904649
AMD,Gross Margin,FQ 2Q12,0.451521585
AMD,Gross Margin,FQ 1Q12,0.0170347
AMD,Gross Margin,FQ 4Q11,0.457125961
AMD,Gross Margin,FQ 3Q11,0.447337278
AMD,Gross Margin,FQ 2Q11,0.457433291
AMD,Gross Margin,FQ 1Q11,0.428394296
AMD,Gross Margin,FQ 4Q10,0.450576107
AMD,Gross Margin,FQ 3Q10,0.456736712
AMD,Gross Margin,FQ 2Q10,0.44646098
AMD,Gross Margin,FQ 1Q10,0.470775095
AMD,Gross Margin,FQ 4Q09,0.44653706
AMD,Gross Margin,FQ 3Q09,0.419054441
AMD,Gross Margin,FQ 2Q09,0.372466216
AMD,Gross Margin,FQ 1Q09,0.43415463
AMD,Gross Margin,FQ 4Q08,0.234079174
AMD,Gross Margin,FQ 3Q08,0.509738453
AMD,Gross Margin,FQ 2Q08,0.375183554
AMD,Gross Margin,FQ 1Q08,0.417619368
AMD,Gross Margin,FQ 4Q07,0.429876411
AMD,Gross Margin,FQ 3Q07,0.407573813
AMD,Gross Margin,FQ 2Q07,0.334542816
AMD,Gross Margin,FQ 1Q07,0.281427413
AMD,Gross Margin,FQ 4Q06,0.367218732
AMD,Gross Margin,FQ 3Q06,0.514307229
AMD,Gross Margin,FQ 2Q06,0.567516218
AMD,Gross Margin,FQ 1Q06,0.584834835
AMD,Gross Margin,FQ 4Q05,0.463546823
AMD,Gross Margin,FQ 3Q05,0.411421404
AMD,Gross Margin,FQ 2Q05,0.392060436
AMD,Gross Margin,FQ 1Q05,0.341732783
AMD,Gross Margin,FQ 4Q04,0.412323753
AMD,Gross Margin,FQ 3Q04,0.404557956
AMD,Gross Margin,FQ 2Q04,0.379421431
AMD,Gross Margin,FQ 1Q04,0.378179004
AMD,Gross Margin,FQ 4Q03,0.354253882
AMD,Gross Margin,FQ 3Q03,0.342727041
AMD,Gross Margin,FQ 2Q03,0.341220064
AMD,Gross Margin,FQ 1Q03,0.305033202
AMD,Gross Margin,FQ 4Q02,0.261959705
AMD,Gross Margin,FQ 3Q02,0.106926629
AMD,Gross Margin,FQ 2Q02,0.069980127
AMD,Gross Margin,FQ 1Q02,0.349416289
AMD,Gross Margin,FQ 4Q01,0.322743685
AMD,Gross Margin,FQ 3Q01,0.224338334
AMD,Gross Margin,FQ 2Q01,0.354285755
AMD,Gross Margin,FQ 1Q01,0.398669355
AMD,Gross Margin,FQ 4Q00,0.440675067
AMD,Gross Margin,FQ 3Q00,0.470382057
AMD,Gross Margin,FQ 2Q00,0.60292096
AMD,Gross Margin,FQ 1Q00,0.445292204
AMD,Gross Margin,FQ 4Q99,0.533808197
AMD,Gross Margin,FQ 3Q99,0.480670492
AMD,Gross Margin,FQ 2Q99,0.444799193
AMD,Gross Margin,FQ 1Q99,0.488683377
AMD,Gross Margin,FQ 4Q98,0.547540568
AMD,Gross Margin,FQ 3Q98,0.55401662
AMD,Gross Margin,FQ 2Q98,0.473884141
AMD,Gross Margin,FQ 1Q98,0.424292845
AMD,Gross Margin,FQ 4Q97,0.300593146
AMD,Gross Margin,FQ 3Q97,0.282252063
AMD,Gross Margin,FQ 2Q97,0.373880897
AMD,Gross Margin,FQ 1Q97,0.367614796
AMD,Gross Margin,FQ 4Q96,0.286285291
AMD,Gross Margin,FQ 3Q96,0.260844631
AMD,Gross Margin,FQ 2Q96,0.165462109
AMD,Gross Margin,FQ 1Q96,0.322442357
AMD,Gross Margin,FQ 4Q95,0.238650971
AMD,Gross Margin,FQ 3Q95,0.416746699
AMD,Gross Margin,FQ 2Q95,0.519399119
AMD,Gross Margin,FQ 1Q95,0.531085509
AMD,Gross Margin,FQ 4Q94,0.516080989
AMD,Gross Margin,FQ 3Q94,0.53525595
AMD,Gross Margin,FQ 2Q94,0.558176776
AMD,Gross Margin,FQ 1Q94,0.550875107
AMD,Gross Margin,FQ 4Q93,0.595549105
AMD,Gross Margin,FQ 3Q93,0.633126195
AMD,Gross Margin,FQ 2Q93,0.666829626
AMD,Gross Margin,FQ 1Q93,0.62371134
AMD,Gross Margin,FQ 4Q92,0.613443278
AMD,Gross Margin,FQ 3Q92,0.592374544
AMD,Gross Margin,FQ 2Q92,0.578526556
AMD,Gross Margin,FQ 1Q92,0.640402553
AMD,Gross Margin,FQ 4Q91,0.624965856
AMD,Gross Margin,FQ 3Q91,0.571181755
AMD,Gross Margin,FQ 2Q91,0.590633423
AMD,Gross Margin,FQ 1Q91,0.562522785
AMD,Gross Margin,FQ 4Q90,0.477999248
AMD,Gross Margin,FQ 3Q90,0.424075531
AMD,Gross Margin,FQ 2Q90,0.486365334
AMD,Gross Margin,FQ 1Q90,0.530755064
AMD,Gross Margin,FQ 4Q89,0.542426367
AMD,Gross Margin,FQ 3Q89,0.533478894
AMD,Gross Margin,FQ 2Q89,
AMD,Gross Margin,FQ 1Q89,
AMD,Gross Margin,FQ 4Q88,
AMD,Gross Margin,FQ 3Q88,
AMD,Gross Margin,FQ 2Q88,
AMD,Gross Margin,FQ 1Q88,
AMD,Gross Margin,FQ 4Q87,
AMD,Gross Margin,FQ 3Q87,
AMD,Gross Margin,FQ 2Q87,
AMD,Gross Margin,FQ 1Q87,
AMD,Gross Margin,FQ 4Q86,
AMD,Gross Margin,FQ 3Q86,
AMD,Gross Margin,FQ 2Q86,
AMD,Gross Margin,FQ 1Q86,
AMD,Gross Margin,FQ 4Q85,
AMD,Gross Margin,FQ 3Q85,
AMD,Gross Margin,FQ 2Q85,
AMD,Gross Margin,FQ 1Q85,
AMD,Debt to Equity,FQ 1Q25,0.065375512
AMD,Debt to Equity,FQ 4Q24,0.038424125
AMD,Debt to Equity,FQ 3Q24,0.039273493
AMD,Debt to Equity,FQ 2Q24,0.039707807
AMD,Debt to Equity,FQ 1Q24,0.040001424
AMD,Debt to Equity,FQ 4Q23,0.040291992
AMD,Debt to Equity,FQ 3Q23,0.038384573
AMD,Debt to Equity,FQ 2Q23,0.038214597
AMD,Debt to Equity,FQ 1Q23,0.052071525
AMD,Debt to Equity,FQ 4Q22,0.052292237
AMD,Debt to Equity,FQ 3Q22,0.052986689
AMD,Debt to Equity,FQ 2Q22,0.052330113
AMD,Debt to Equity,FQ 1Q22,0.033343574
AMD,Debt to Equity,FQ 4Q21,0.046551954
AMD,Debt to Equity,FQ 3Q21,0.037836323
AMD,Debt to Equity,FQ 2Q21,0.078273178
AMD,Debt to Equity,FQ 1Q21,0.085070249
AMD,Debt to Equity,FQ 4Q20,0.090971389
AMD,Debt to Equity,FQ 3Q20,0.149469873
AMD,Debt to Equity,FQ 2Q20,0.209984871
AMD,Debt to Equity,FQ 1Q20,0.230161343
AMD,Debt to Equity,FQ 4Q19,0.242306332
AMD,Debt to Equity,FQ 3Q19,0.493106618
AMD,Debt to Equity,FQ 2Q19,0.653340347
AMD,Debt to Equity,FQ 1Q19,0.691834452
AMD,Debt to Equity,FQ 4Q18,0.879936809
AMD,Debt to Equity,FQ 3Q18,1.037333333
AMD,Debt to Equity,FQ 2Q18,1.33105802
AMD,Debt to Equity,FQ 1Q18,1.629370629
AMD,Debt to Equity,FQ 4Q17,2.223154362
AMD,Debt to Equity,FQ 3Q17,2.607692308
AMD,Debt to Equity,FQ 2Q17,3.29736211
AMD,Debt to Equity,FQ 1Q17,3.442542787
AMD,Debt to Equity,FQ 4Q16,3.449519231
AMD,Debt to Equity,FQ 3Q16,4.238961039
AMD,Debt to Equity,FQ 2Q16,
AMD,Debt to Equity,FQ 1Q16,
AMD,Debt to Equity,FQ 4Q15,
AMD,Debt to Equity,FQ 3Q15,
AMD,Debt to Equity,FQ 2Q15,
AMD,Debt to Equity,FQ 1Q15,119.5882353
AMD,Debt to Equity,FQ 4Q14,10.88235294
AMD,Debt to Equity,FQ 3Q14,3.936448598
AMD,Debt to Equity,FQ 2Q14,4.209580838
AMD,Debt to Equity,FQ 1Q14,4.066536204
AMD,Debt to Equity,FQ 4Q13,3.672794118
AMD,Debt to Equity,FQ 3Q13,4.709677419
AMD,Debt to Equity,FQ 2Q13,5.688022284
AMD,Debt to Equity,FQ 1Q13,4.913253012
AMD,Debt to Equity,FQ 4Q12,3.786245353
AMD,Debt to Equity,FQ 3Q12,2.057633974
AMD,Debt to Equity,FQ 2Q12,1.371530886
AMD,Debt to Equity,FQ 1Q12,1.453422053
AMD,Debt to Equity,FQ 4Q11,0.960377358
AMD,Debt to Equity,FQ 3Q11,0.900802752
AMD,Debt to Equity,FQ 2Q11,1.337599025
AMD,Debt to Equity,FQ 1Q11,1.406931964
AMD,Debt to Equity,FQ 4Q10,2.159921027
AMD,Debt to Equity,FQ 3Q10,3.558631922
AMD,Debt to Equity,FQ 2Q10,3.215425532
AMD,Debt to Equity,FQ 1Q10,3.26758794
AMD,Debt to Equity,FQ 4Q09,2.466357309
AMD,Debt to Equity,FQ 3Q09,10.38385827
AMD,Debt to Equity,FQ 2Q09,8.456451613
AMD,Debt to Equity,FQ 1Q09,5.704103672
AMD,Debt to Equity,FQ 4Q08,15.16891892
AMD,Debt to Equity,FQ 3Q08,3.219286658
AMD,Debt to Equity,FQ 2Q08,2.979555021
AMD,Debt to Equity,FQ 1Q08,1.778131635
AMD,Debt to Equity,FQ 4Q07,1.54562212
AMD,Debt to Equity,FQ 3Q07,1.154297316
AMD,Debt to Equity,FQ 2Q07,1.116288833
AMD,Debt to Equity,FQ 1Q07,0.664306463
AMD,Debt to Equity,FQ 4Q06,0.604444444
AMD,Debt to Equity,FQ 3Q06,0.121930852
AMD,Debt to Equity,FQ 2Q06,0.126396253
AMD,Debt to Equity,FQ 1Q06,0.124303651
AMD,Debt to Equity,FQ 4Q05,0.369983202
AMD,Debt to Equity,FQ 3Q05,0.455541643
AMD,Debt to Equity,FQ 2Q05,0.435710318
AMD,Debt to Equity,FQ 1Q05,0.435681344
AMD,Debt to Equity,FQ 4Q04,0.42285053
AMD,Debt to Equity,FQ 3Q04,0.54200564
AMD,Debt to Equity,FQ 2Q04,0.539844203
AMD,Debt to Equity,FQ 1Q04,0.568677074
AMD,Debt to Equity,FQ 4Q03,0.601934124
AMD,Debt to Equity,FQ 3Q03,0.628242992
AMD,Debt to Equity,FQ 2Q03,0.695056673
AMD,Debt to Equity,FQ 1Q03,0.748146818
AMD,Debt to Equity,FQ 4Q02,0.635808071
AMD,Debt to Equity,FQ 3Q02,0.369175266
AMD,Debt to Equity,FQ 2Q02,0.324865448
AMD,Debt to Equity,FQ 1Q02,0.320170401
AMD,Debt to Equity,FQ 4Q01,0.18929243
AMD,Debt to Equity,FQ 3Q01,0.219241939
AMD,Debt to Equity,FQ 2Q01,0.198593797
AMD,Debt to Equity,FQ 1Q01,0.425121985
AMD,Debt to Equity,FQ 4Q00,0.36825209
AMD,Debt to Equity,FQ 3Q00,0.421711394
AMD,Debt to Equity,FQ 2Q00,0.606476174
AMD,Debt to Equity,FQ 1Q00,0.668585208
AMD,Debt to Equity,FQ 4Q99,0.721114268
AMD,Debt to Equity,FQ 3Q99,0.754939766
AMD,Debt to Equity,FQ 2Q99,0.734171661
AMD,Debt to Equity,FQ 1Q99,0.821882869
AMD,Debt to Equity,FQ 4Q98,0.684488778
AMD,Debt to Equity,FQ 3Q98,0.706966279
AMD,Debt to Equity,FQ 2Q98,0.595567987
AMD,Debt to Equity,FQ 1Q98,0.338946569
AMD,Debt to Equity,FQ 4Q97,0.326521291
AMD,Debt to Equity,FQ 3Q97,0.331480409
AMD,Debt to Equity,FQ 2Q97,0.324931226
AMD,Debt to Equity,FQ 1Q97,0.333901242
AMD,Debt to Equity,FQ 4Q96,0.220008329
AMD,Debt to Equity,FQ 3Q96,0.218735301
AMD,Debt to Equity,FQ 2Q96,0.097483049
AMD,Debt to Equity,FQ 1Q96,0.097041963
AMD,Debt to Equity,FQ 4Q95,0.102244416
AMD,Debt to Equity,FQ 3Q95,0.107093699
AMD,Debt to Equity,FQ 2Q95,0.114545409
AMD,Debt to Equity,FQ 1Q95,0.119357344
AMD,Debt to Equity,FQ 4Q94,0.043654427
AMD,Debt to Equity,FQ 3Q94,0.048527217
AMD,Debt to Equity,FQ 2Q94,0.054728676
AMD,Debt to Equity,FQ 1Q94,0.056220757
AMD,Debt to Equity,FQ 4Q93,0.05878873
AMD,Debt to Equity,FQ 3Q93,0.034075211
AMD,Debt to Equity,FQ 2Q93,0.023136037
AMD,Debt to Equity,FQ 1Q93,0.018100758
AMD,Debt to Equity,FQ 4Q92,0.018821057
AMD,Debt to Equity,FQ 3Q92,0.031363213
AMD,Debt to Equity,FQ 2Q92,0.035426204
AMD,Debt to Equity,FQ 1Q92,0.039370079
AMD,Debt to Equity,FQ 4Q91,0.053612459
AMD,Debt to Equity,FQ 3Q91,0.221942553
AMD,Debt to Equity,FQ 2Q91,0.233155894
AMD,Debt to Equity,FQ 1Q91,0.241756524
AMD,Debt to Equity,FQ 4Q90,0.206349206
AMD,Debt to Equity,FQ 3Q90,0.188307873
AMD,Debt to Equity,FQ 2Q90,0.184756185
AMD,Debt to Equity,FQ 1Q90,0.183032542
AMD,Debt to Equity,FQ 4Q89,0.182949776
AMD,Debt to Equity,FQ 3Q89,0.18622111
AMD,Debt to Equity,FQ 2Q89,
AMD,Debt to Equity,FQ 1Q89,
AMD,Debt to Equity,FQ 4Q88,0.202233251
AMD,Debt to Equity,FQ 3Q88,
AMD,Debt to Equity,FQ 2Q88,
AMD,Debt to Equity,FQ 1Q88,
AMD,Debt to Equity,FQ 4Q87,0.205940294
AMD,Debt to Equity,FQ 3Q87,
AMD,Debt to Equity,FQ 2Q87,
AMD,Debt to Equity,FQ 1Q87,
AMD,Debt to Equity,FQ 4Q86,0.389516958
AMD,Debt to Equity,FQ 3Q86,
AMD,Debt to Equity,FQ 2Q86,
AMD,Debt to Equity,FQ 1Q86,
AMD,Debt to Equity,FQ 4Q85,0.099394211
AMD,Debt to Equity,FQ 3Q85,
AMD,Debt to Equity,FQ 2Q85,
AMD,Debt to Equity,FQ 1Q85,
AMD,EBITDA (Analyst Normalized),FQ 1Q25,1986000
AMD,EBITDA (Analyst Normalized),FQ 4Q24,2071000
AMD,EBITDA (Analyst Normalized),FQ 3Q24,1945000
AMD,EBITDA (Analyst Normalized),FQ 2Q24,1530000
AMD,EBITDA (Analyst Normalized),FQ 1Q24,1344000
AMD,EBITDA (Analyst Normalized),FQ 4Q23,1439000
AMD,EBITDA (Analyst Normalized),FQ 3Q23,1516000
AMD,EBITDA (Analyst Normalized),FQ 2Q23,1291000
AMD,EBITDA (Analyst Normalized),FQ 1Q23,1322000
AMD,EBITDA (Analyst Normalized),FQ 4Q22,1432000
AMD,EBITDA (Analyst Normalized),FQ 3Q22,1471000
AMD,EBITDA (Analyst Normalized),FQ 2Q22,2162000
AMD,EBITDA (Analyst Normalized),FQ 1Q22,1985000
AMD,EBITDA (Analyst Normalized),FQ 4Q21,1454000
AMD,EBITDA (Analyst Normalized),FQ 3Q21,1167000
AMD,EBITDA (Analyst Normalized),FQ 2Q21,1033000
AMD,EBITDA (Analyst Normalized),FQ 1Q21,870000
AMD,EBITDA (Analyst Normalized),FQ 4Q20,754000
AMD,EBITDA (Analyst Normalized),FQ 3Q20,620000
AMD,EBITDA (Analyst Normalized),FQ 2Q20,317000
AMD,EBITDA (Analyst Normalized),FQ 1Q20,320000
AMD,EBITDA (Analyst Normalized),FQ 4Q19,470000
AMD,EBITDA (Analyst Normalized),FQ 3Q19,318000
AMD,EBITDA (Analyst Normalized),FQ 2Q19,181000
AMD,EBITDA (Analyst Normalized),FQ 1Q19,147000
AMD,EBITDA (Analyst Normalized),FQ 4Q18,149000
AMD,EBITDA (Analyst Normalized),FQ 3Q18,233000
AMD,EBITDA (Analyst Normalized),FQ 2Q18,236000
AMD,EBITDA (Analyst Normalized),FQ 1Q18,205000
AMD,EBITDA (Analyst Normalized),FQ 4Q17,33000
AMD,EBITDA (Analyst Normalized),FQ 3Q17,154000
AMD,EBITDA (Analyst Normalized),FQ 2Q17,34000
AMD,EBITDA (Analyst Normalized),FQ 1Q17,44000
AMD,EBITDA (Analyst Normalized),FQ 4Q16,28000
AMD,EBITDA (Analyst Normalized),FQ 3Q16,74000
AMD,EBITDA (Analyst Normalized),FQ 2Q16,32000
AMD,EBITDA (Analyst Normalized),FQ 1Q16,-45000
AMD,EBITDA (Analyst Normalized),FQ 4Q15,-23000
AMD,EBITDA (Analyst Normalized),FQ 3Q15,-68000
AMD,EBITDA (Analyst Normalized),FQ 2Q15,-62000
AMD,EBITDA (Analyst Normalized),FQ 1Q15,-4000
AMD,EBITDA (Analyst Normalized),FQ 4Q14,81000
AMD,EBITDA (Analyst Normalized),FQ 3Q14,111000
AMD,EBITDA (Analyst Normalized),FQ 2Q14,116000
AMD,EBITDA (Analyst Normalized),FQ 1Q14,110000
AMD,EBITDA (Analyst Normalized),FQ 4Q13,145000
AMD,EBITDA (Analyst Normalized),FQ 3Q13,115000
AMD,EBITDA (Analyst Normalized),FQ 2Q13,33000
AMD,EBITDA (Analyst Normalized),FQ 1Q13,12000
AMD,EBITDA (Analyst Normalized),FQ 4Q12,7000
AMD,EBITDA (Analyst Normalized),FQ 3Q12,-42000
AMD,EBITDA (Analyst Normalized),FQ 2Q12,146000
AMD,EBITDA (Analyst Normalized),FQ 1Q12,200000
AMD,EBITDA (Analyst Normalized),FQ 4Q11,245000
AMD,EBITDA (Analyst Normalized),FQ 3Q11,223000
AMD,EBITDA (Analyst Normalized),FQ 2Q11,198000
AMD,EBITDA (Analyst Normalized),FQ 1Q11,683000
AMD,EBITDA (Analyst Normalized),FQ 4Q10,200000
AMD,EBITDA (Analyst Normalized),FQ 3Q10,442000
AMD,EBITDA (Analyst Normalized),FQ 2Q10,350000
AMD,EBITDA (Analyst Normalized),FQ 1Q10,392000
AMD,EBITDA (Analyst Normalized),FQ 4Q09,371000
AMD,EBITDA (Analyst Normalized),FQ 3Q09,168923
AMD,EBITDA (Analyst Normalized),FQ 2Q09,-93307
AMD,EBITDA (Analyst Normalized),FQ 1Q09,-16000
AMD,EBITDA (Analyst Normalized),FQ 4Q08,36000
AMD,EBITDA (Analyst Normalized),FQ 3Q08,250000
AMD,EBITDA (Analyst Normalized),FQ 2Q08,-420000
AMD,EBITDA (Analyst Normalized),FQ 1Q08,132000
AMD,EBITDA (Analyst Normalized),FQ 4Q07,657000
AMD,EBITDA (Analyst Normalized),FQ 3Q07,130000
AMD,EBITDA (Analyst Normalized),FQ 2Q07,-242000
AMD,EBITDA (Analyst Normalized),FQ 1Q07,-274000
AMD,EBITDA (Analyst Normalized),FQ 4Q06,-252000
AMD,EBITDA (Analyst Normalized),FQ 3Q06,
AMD,EBITDA (Analyst Normalized),FQ 2Q06,319260
AMD,EBITDA (Analyst Normalized),FQ 1Q06,394000
AMD,EBITDA (Analyst Normalized),FQ 4Q05,458971
AMD,EBITDA (Analyst Normalized),FQ 3Q05,
AMD,EBITDA (Analyst Normalized),FQ 2Q05,
AMD,EBITDA (Analyst Normalized),FQ 1Q05,
AMD,EBITDA (Analyst Normalized),FQ 4Q04,277373
AMD,EBITDA (Analyst Normalized),FQ 3Q04,
AMD,EBITDA (Analyst Normalized),FQ 2Q04,
AMD,EBITDA (Analyst Normalized),FQ 1Q04,
AMD,EBITDA (Analyst Normalized),FQ 4Q03,355857
AMD,EBITDA (Analyst Normalized),FQ 3Q03,228446
AMD,EBITDA (Analyst Normalized),FQ 2Q03,73472
AMD,EBITDA (Analyst Normalized),FQ 1Q03,65216
AMD,EBITDA (Analyst Normalized),FQ 4Q02,-411432
AMD,EBITDA (Analyst Normalized),FQ 3Q02,-134322
AMD,EBITDA (Analyst Normalized),FQ 2Q02,
AMD,EBITDA (Analyst Normalized),FQ 1Q02,
AMD,EBITDA (Analyst Normalized),FQ 4Q01,
AMD,EBITDA (Analyst Normalized),FQ 3Q01,
AMD,EBITDA (Analyst Normalized),FQ 2Q01,173212
AMD,EBITDA (Analyst Normalized),FQ 1Q01,
AMD,EBITDA (Analyst Normalized),FQ 4Q00,
AMD,EBITDA (Analyst Normalized),FQ 3Q00,
AMD,EBITDA (Analyst Normalized),FQ 2Q00,
AMD,EBITDA (Analyst Normalized),FQ 1Q00,
AMD,EBITDA (Analyst Normalized),FQ 4Q99,
AMD,EBITDA (Analyst Normalized),FQ 3Q99,
AMD,EBITDA (Analyst Normalized),FQ 2Q99,
AMD,EBITDA (Analyst Normalized),FQ 1Q99,
AMD,EBITDA (Analyst Normalized),FQ 4Q98,
AMD,EBITDA (Analyst Normalized),FQ 3Q98,
AMD,EBITDA (Analyst Normalized),FQ 2Q98,
AMD,EBITDA (Analyst Normalized),FQ 1Q98,
AMD,EBITDA (Analyst Normalized),FQ 4Q97,
AMD,EBITDA (Analyst Normalized),FQ 3Q97,
AMD,EBITDA (Analyst Normalized),FQ 2Q97,
AMD,EBITDA (Analyst Normalized),FQ 1Q97,
AMD,EBITDA (Analyst Normalized),FQ 4Q96,
AMD,EBITDA (Analyst Normalized),FQ 3Q96,
AMD,EBITDA (Analyst Normalized),FQ 2Q96,
AMD,EBITDA (Analyst Normalized),FQ 1Q96,
AMD,EBITDA (Analyst Normalized),FQ 4Q95,
AMD,EBITDA (Analyst Normalized),FQ 3Q95,
AMD,EBITDA (Analyst Normalized),FQ 2Q95,
AMD,EBITDA (Analyst Normalized),FQ 1Q95,
AMD,EBITDA (Analyst Normalized),FQ 4Q94,
AMD,EBITDA (Analyst Normalized),FQ 3Q94,
AMD,EBITDA (Analyst Normalized),FQ 2Q94,
AMD,EBITDA (Analyst Normalized),FQ 1Q94,
AMD,EBITDA (Analyst Normalized),FQ 4Q93,
AMD,EBITDA (Analyst Normalized),FQ 3Q93,
AMD,EBITDA (Analyst Normalized),FQ 2Q93,
AMD,EBITDA (Analyst Normalized),FQ 1Q93,
AMD,EBITDA (Analyst Normalized),FQ 4Q92,
AMD,EBITDA (Analyst Normalized),FQ 3Q92,
AMD,EBITDA (Analyst Normalized),FQ 2Q92,
AMD,EBITDA (Analyst Normalized),FQ 1Q92,
AMD,EBITDA (Analyst Normalized),FQ 4Q91,
AMD,EBITDA (Analyst Normalized),FQ 3Q91,
AMD,EBITDA (Analyst Normalized),FQ 2Q91,
AMD,EBITDA (Analyst Normalized),FQ 1Q91,
AMD,EBITDA (Analyst Normalized),FQ 4Q90,
AMD,EBITDA (Analyst Normalized),FQ 3Q90,
AMD,EBITDA (Analyst Normalized),FQ 2Q90,
AMD,EBITDA (Analyst Normalized),FQ 1Q90,
AMD,EBITDA (Analyst Normalized),FQ 4Q89,
AMD,EBITDA (Analyst Normalized),FQ 3Q89,
AMD,EBITDA (Analyst Normalized),FQ 2Q89,
AMD,EBITDA (Analyst Normalized),FQ 1Q89,
AMD,EBITDA (Analyst Normalized),FQ 4Q88,
AMD,EBITDA (Analyst Normalized),FQ 3Q88,
AMD,EBITDA (Analyst Normalized),FQ 2Q88,
AMD,EBITDA (Analyst Normalized),FQ 1Q88,
AMD,EBITDA (Analyst Normalized),FQ 4Q87,
AMD,EBITDA (Analyst Normalized),FQ 3Q87,
AMD,EBITDA (Analyst Normalized),FQ 2Q87,
AMD,EBITDA (Analyst Normalized),FQ 1Q87,
AMD,EBITDA (Analyst Normalized),FQ 4Q86,
AMD,EBITDA (Analyst Normalized),FQ 3Q86,
AMD,EBITDA (Analyst Normalized),FQ 2Q86,
AMD,EBITDA (Analyst Normalized),FQ 1Q86,
AMD,EBITDA (Analyst Normalized),FQ 4Q85,
AMD,EBITDA (Analyst Normalized),FQ 3Q85,
AMD,EBITDA (Analyst Normalized),FQ 2Q85,
AMD,EBITDA (Analyst Normalized),FQ 1Q85,
Nvidia,Total Revenue,FQ 4Q25,39331000
Nvidia,Total Revenue,FQ 3Q25,35082000
Nvidia,Total Revenue,FQ 2Q25,30040000
Nvidia,Total Revenue,FQ 1Q25,26044000
Nvidia,Total Revenue,FQ 4Q24,22103000
Nvidia,Total Revenue,FQ 3Q24,18120000
